Hostname,Host ID,Last Seen,First Seen,Platform,OS Version,Type,Local IP,External IP,MAC Address,Sensor Version,Host Groups,Sensor Tags,Last Logged In User Account,Prevention Policy,Sensor Update Policy,Content Update Policy,Host Retention Policy
FAII,c5affe07804d4d52adf2a3f1e2560b54,2025-12-09T02:01:23Z,2025-02-19T07:25:37Z,Windows,Windows 11,Workstation,192.168.2.40,118.174.91.182,b0-83-fe-9b-7b-4d,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",vara_1511@hotmail.com,"Recommended policy
09 Apr 25 06:22 UTC","uninstall
20 Oct 25 02:43 UTC","platform_default
23 Apr 25 01:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
19 Feb 25 07:28 UTC"
FILE,8ca7611047284fbf9c2f9f51e190ec3a,2025-12-09T01:29:32Z,2025-03-20T12:09:38Z,Windows,Windows Server 2016,Server,10.141.98.251,1.179.227.152,00-0c-29-4e-c4-32,7.26.19811.0,"Client,uninstall-group,window-server-rtarf","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",Chanchana.h,"Detection Only
02 Apr 25 10:24 UTC","uninstall
24 Sep 25 02:27 UTC","platform_default
17 Apr 25 00:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
20 Mar 25 12:11 UTC"
FIN-0313-1-028,50c8aace04b848049999351e931e86e3,2025-12-09T02:02:53Z,2025-10-21T07:57:12Z,Windows,Windows 10,Workstation,10.104.112.23,1.179.227.156,50-af-73-62-95-e4,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/find-J-B4-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",sest.j,"Recommended policy
21 Oct 25 08:00 UTC","uninstall
21 Oct 25 08:55 UTC","platform_default
21 Oct 25 07:59 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Oct 25 08:00 UTC"
FIN-0313-2-014,111b249a0c974533abd477beede84d83,2025-12-08T09:24:09Z,2025-02-04T03:38:31Z,Windows,Windows 10,Workstation,10.104.112.225,1.179.227.138,d0-8e-79-00-85-26,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/find-J-B4-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",jirapong.bun,"Recommended policy
04 Apr 25 02:29 UTC","uninstall
02 Oct 25 03:29 UTC","platform_default
21 Apr 25 00:52 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 03:41 UTC"
FIN-0313-4-002,907e379ebcfb48dd865ed63a110747a7,2025-12-09T01:57:07Z,2025-02-04T08:14:28Z,Windows,Windows 10,Workstation,10.104.112.136,1.179.227.149,30-5a-3a-e5-61-bf,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/find-J-B4-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",boonyaporn.ko,"Recommended policy
02 Apr 25 10:35 UTC","uninstall
02 Oct 25 02:05 UTC","platform_default
17 Apr 25 01:30 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 08:16 UTC"
FIN-0313-4-005,f2147d5dd85343ab987ebab591d391b5,2025-12-08T08:42:08Z,2025-02-04T08:33:42Z,Windows,Windows 10,Workstation,10.104.112.140,1.179.227.153,30-5a-3a-e5-63-60,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/find-J-B4-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",kirati.p,"Recommended policy
02 Apr 25 10:10 UTC","uninstall
02 Oct 25 03:14 UTC","platform_default
17 Apr 25 01:54 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 08:36 UTC"
FIN-0313-5-004,af3274629a7e4ceb8ae375fa8e0f50f6,2025-12-09T01:55:26Z,2025-02-04T03:00:22Z,Windows,Windows 10,Workstation,10.104.112.40,1.179.227.153,00-23-24-b3-4e-d8,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",saranporn.p,"Recommended policy
03 Apr 25 01:18 UTC","uninstall
24 Sep 25 02:24 UTC","platform_default
17 Apr 25 00:54 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 03:03 UTC"
FINANCE1,a8df9167dc934186b5b379ff5a3d8ef2,2025-12-09T01:46:47Z,2025-02-07T02:59:30Z,Windows,Windows 10,Workstation,10.114.182.68,202.176.125.206,e2-63-da-8f-55-47,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",nunkoom@hotmail.com,"Recommended policy
02 Apr 25 10:13 UTC","uninstall
09 Oct 25 01:57 UTC","platform_default
17 Apr 25 00:21 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:02 UTC"
FINANCE6-AFDC,6cc5416a03004347b6018f9c03894c9b,2025-11-21T07:50:05Z,2025-11-07T07:33:11Z,Windows,Windows 10,Workstation,10.104.184.199,110.164.235.150,d8-5e-d3-d5-93-d7,7.28.20008.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",,"DisableProtection
10 Nov 25 03:19 UTC","uninstall
10 Nov 25 03:19 UTC","platform_default
07 Nov 25 07:36 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Nov 25 07:37 UTC"
FIND-005,9f45c32efde542c297f41f1822ba23b9,2025-12-04T09:58:25Z,2025-12-04T02:25:40Z,Windows,Windows 11,Workstation,10.142.21.61,110.164.235.158,bc-38-98-83-78-45,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",natchanan.m,"Recommended policy
04 Dec 25 02:35 UTC","uninstall
04 Dec 25 02:41 UTC","platform_default
04 Dec 25 02:35 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Dec 25 02:35 UTC"
FIND-009,e655230d6e034173890a41daec7dea70,2025-12-09T02:02:45Z,2025-10-15T05:49:33Z,Windows,Windows 11,Workstation,10.142.27.159,110.164.235.158,bc-38-98-83-78-4a,7.25.19706.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",thiti.th,"Recommended policy
15 Oct 25 05:57 UTC","uninstall
15 Oct 25 05:52 UTC","platform_default
15 Oct 25 05:51 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
15 Oct 25 05:52 UTC"
FIND-010,91f784ab1ca145c7a41bf8222d6c963a,2025-12-08T02:54:10Z,2025-10-31T07:13:45Z,Windows,Windows 11,Workstation,10.142.29.95,110.164.235.150,98-bd-80-e2-74-99,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",chaiyut.s,"Recommended policy
13 Nov 25 03:09 UTC","uninstall
31 Oct 25 07:23 UTC","platform_default
31 Oct 25 07:17 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Oct 25 07:19 UTC"
FUJITSU_U937,766b71f65f164673b440059cebe5a3b9,2025-12-08T09:20:44Z,2025-02-05T07:17:54Z,Windows,Windows 11,Workstation,172.10.12.100,125.24.252.10,b4-6b-fc-03-13-f8,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rdpscc-O4,SensorGroupingTags/Outsite,SensorGroupingTags/Client",admin,"Recommended policy
03 Apr 25 03:45 UTC","uninstall
09 Oct 25 07:07 UTC","platform_default
21 Apr 25 01:59 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 07:19 UTC"
GAD03,9d33ba7df14549bfb6501f5592c6175b,2025-12-09T01:37:08Z,2025-01-21T07:37:41Z,Windows,Windows 11,Workstation,10.104.103.177,1.179.227.146,e8-d8-d1-c9-b4-c8,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J2-J-B0-fl3,SensorGroupingTags/Insite,SensorGroupingTags/Client",J2-GAD03,"Recommended policy
03 Apr 25 02:38 UTC","uninstall
14 Oct 25 03:22 UTC","platform_default
22 Apr 25 02:58 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Jan 25 07:39 UTC"
H84MG52,3004124c235849d39af4b1ca4b877200,2025-11-20T02:38:39Z,2025-01-21T08:42:09Z,Windows,Windows 10,Workstation,10.104.103.108,1.179.227.137,b0-83-fe-ae-67-a8,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J2-J-B0-fl3,SensorGroupingTags/Insite,SensorGroupingTags/Client",USER,"Recommended policy
03 Apr 25 00:53 UTC","uninstall
14 Oct 25 02:35 UTC","platform_default
21 Apr 25 02:52 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Jan 25 08:46 UTC"
HAMMERHEAD,36ab8350c0324914915e11f98b2c917d,2025-12-09T02:03:47Z,2025-01-02T08:02:13Z,Windows,Windows 11,Workstation,10.141.106.239,161.82.210.66,3c-9c-0f-3e-9d-83,7.27.19909.0,uninstall-group,,flyboy3441@hotmail.com,"platform_default
02 Apr 25 22:29 UTC","uninstall
09 Oct 25 02:17 UTC","platform_default
17 Apr 25 00:43 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
02 Jan 25 08:09 UTC"
HP-PC1,040ba420976541ffb14749a0b6db12d6,2025-12-09T02:02:36Z,2025-02-05T02:50:31Z,Windows,Windows 11,Workstation,10.100.154.61,1.179.227.142,dc-4a-3e-8f-61-87,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/oscsecy-J-B0-fl1,SensorGroupingTags/Insite,SensorGroupingTags/Client",user,"Recommended policy
22 Apr 25 01:27 UTC","uninstall
09 Oct 25 01:55 UTC","platform_default
17 Apr 25 01:02 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 02:53 UTC"
HP-PC2,df261c6cee9b45369c9bacd3ea815b7e,2025-12-09T01:59:32Z,2025-02-05T02:52:22Z,Windows,Windows 11,Workstation,10.100.154.55,1.179.227.156,b0-83-fe-56-24-11,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/oscsecy-J-B0-fl1,SensorGroupingTags/Insite,SensorGroupingTags/Client",user,"Recommended policy
22 Apr 25 00:37 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
17 Apr 25 00:36 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 02:55 UTC"
HP145140,1937bc0319fd4f6dbe9041619b45d672,2025-12-09T02:02:00Z,2025-02-13T04:20:38Z,Windows,Windows 10,Workstation,10.104.145.122,203.113.121.2,04-0e-3c-31-a0-ae,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afaps-O7,SensorGroupingTags/Outsite,SensorGroupingTags/Client",,"Recommended policy
03 Apr 25 01:17 UTC","uninstall
09 Oct 25 02:05 UTC","platform_default
21 Apr 25 00:52 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Feb 25 04:23 UTC"
J1-013,a03bae76205b4518aee249c17c19f301,2025-12-09T01:42:47Z,2025-10-20T02:32:10Z,Windows,Windows 11,Workstation,10.142.21.5,110.164.235.140,bc-38-98-83-85-33,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",siriwan.j,"Recommended policy
03 Nov 25 03:04 UTC","uninstall
20 Oct 25 02:41 UTC","platform_default
20 Oct 25 02:34 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
20 Oct 25 02:35 UTC"
J1-015,3cb11635465a4aa88d7ebd8c05246bc3,2025-12-09T02:04:42Z,2025-01-24T06:19:30Z,Windows,Windows 11,Workstation,10.142.26.96,110.164.235.143,bc-38-98-87-58-de,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",niwat.m,"Recommended policy
03 Apr 25 02:03 UTC","uninstall
17 Oct 25 03:14 UTC","platform_default
18 Apr 25 02:05 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Jan 25 06:22 UTC"
J1DEW,3fa546f716f24bccb79a66070dcc4dce,2025-12-02T07:59:31Z,2025-02-04T03:14:54Z,Windows,Windows 10,Workstation,10.100.124.176,1.179.227.137,f8-b1-56-9b-a6-01,7.29.20108.0,Client,"SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",DEW,"Recommended policy
02 Apr 25 10:16 UTC","platform_default
25 Nov 25 01:30 UTC","platform_default
18 Apr 25 01:10 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 03:18 UTC"
J2-002,a1009b1295bf4e99ac998078151f6c5d,2025-11-12T07:15:16Z,2025-11-10T07:58:32Z,Windows,Windows 11,Workstation,10.104.103.29,110.164.235.144,d0-f4-05-38-28-96,7.28.20008.0,"Client,DisableProtection","SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",tanatip.te,"DisableProtection
12 Nov 25 07:26 UTC","platform_default
10 Nov 25 08:30 UTC","platform_default
10 Nov 25 08:02 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Nov 25 08:03 UTC"
J2-016,772662a0b58145f8b481a1353c732c5f,2025-11-07T07:06:10Z,2025-11-07T07:06:12Z,Windows,Windows 11,Workstation,192.168.70.159,61.19.99.202,d0-f4-05-38-24-ef,7.21.19205.0,,"SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",,No policy,No policy,No policy,No policy
J2-06-198,f55262b7668343aca8d3862342a88bb0,2025-12-09T01:35:45Z,2025-07-04T06:39:18Z,Windows,Windows 11,Workstation,10.104.103.198,1.179.227.147,40-c2-ba-77-2f-20,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J2-J-B0-fl3,SensorGroupingTags/Insite,SensorGroupingTags/Client",,"Recommended policy
09 Jul 25 01:35 UTC","uninstall
09 Oct 25 02:13 UTC","platform_default
04 Jul 25 06:42 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Jul 25 06:42 UTC"
J3-00-01-001,a281e6320bcc4272b423a016b4d9c4b0,2025-11-05T07:55:14Z,2025-10-21T08:25:30Z,Windows,Windows 11,Workstation,10.142.22.220,110.164.235.155,48-e7-da-6d-73-47,7.28.20008.0,Client,"SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",jakkapong.jan,"Recommended policy
21 Oct 25 08:29 UTC","platform_default
21 Oct 25 08:37 UTC","platform_default
21 Oct 25 08:28 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Oct 25 08:29 UTC"
J3-00-01-004,d7a67d8efa4c4d839af1c1b48bd564f0,2025-11-28T06:19:14Z,2025-01-17T02:22:19Z,Windows,Windows 10,Workstation,10.104.235.180,1.179.227.141,b0-83-fe-ae-6b-cd,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",supaporn.r,"Recommended policy
03 Apr 25 03:00 UTC","uninstall
10 Oct 25 08:04 UTC","platform_default
21 Apr 25 01:37 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
17 Jan 25 02:28 UTC"
J3-00-01-005,f094dfccd5394bc1a1424d554a462d2a,2025-12-09T01:48:26Z,2025-01-17T02:25:53Z,Windows,Windows 10,Workstation,10.104.235.183,1.179.227.144,b0-83-fe-ae-69-40,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",punsarat.b,"Recommended policy
06 Aug 25 05:24 UTC","uninstall
10 Oct 25 01:54 UTC","platform_default
17 Apr 25 01:31 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
17 Jan 25 02:29 UTC"
J3-00-01-006,000c1ee1a88c4de5b5e10187982ea46f,2025-12-08T09:09:17Z,2025-07-07T05:32:09Z,Windows,Windows 10,Workstation,10.104.235.104,1.179.227.145,94-c6-91-6a-5d-b0,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",ladda.k,"Recommended policy
07 Jul 25 05:40 UTC","uninstall
10 Oct 25 08:07 UTC","platform_default
07 Jul 25 05:34 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Jul 25 05:34 UTC"
J3-00-01-007,1bf127b5ab8342e4b0f56f878b1fc89b,2025-12-09T01:33:23Z,2025-07-09T02:10:10Z,Windows,Windows 10,Workstation,10.104.235.184,1.179.227.145,e8-d8-d1-c9-b4-d6,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",jira.i,"Recommended policy
09 Jul 25 02:25 UTC","uninstall
09 Oct 25 01:59 UTC","platform_default
09 Jul 25 02:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Jul 25 02:13 UTC"
J3-00-01-008,01130ab1b29d45f6bcc8ab9037cde2aa,2025-12-09T01:47:38Z,2025-01-17T02:30:58Z,Windows,Windows 10,Workstation,10.142.19.128,110.164.235.169,d0-37-45-44-5b-23,7.27.19907.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",sakchai.s,"DisableProtection
04 Jul 25 03:13 UTC","uninstall
10 Oct 25 01:05 UTC","platform_default
18 Apr 25 06:03 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
17 Jan 25 02:42 UTC"
J3-00-01-011,9ce4eec37f234c8695abc45044f8e848,2025-11-10T06:48:02Z,2025-07-09T02:56:51Z,Windows,Windows 10,Workstation,10.142.1.5,1.179.227.150,c4-65-16-23-17-df,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",pawena.t,"Recommended policy
09 Jul 25 03:06 UTC","uninstall
09 Oct 25 03:22 UTC","platform_default
09 Jul 25 03:01 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Jul 25 03:03 UTC"
J3-00-02-001,6c3b4104722241a495a3d4637f88603c,2025-12-09T01:52:03Z,2025-01-16T08:26:07Z,Windows,Windows 10,Workstation,10.104.235.101,1.179.227.142,c4-65-16-23-16-a1,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",irinlada.usu,"Recommended policy
06 Aug 25 06:28 UTC","uninstall
09 Oct 25 02:09 UTC","platform_default
17 Apr 25 00:24 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Jan 25 08:29 UTC"
J3-00-03-001,306c760ad53d479087d7194b390ff67e,2025-12-08T09:20:30Z,2025-01-16T08:22:45Z,Windows,Windows 10,Workstation,10.104.235.145,1.179.227.146,94-c6-91-6a-50-37,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",chanate.s,"Recommended policy
06 Aug 25 04:00 UTC","uninstall
24 Oct 25 01:43 UTC","platform_default
21 Apr 25 01:46 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Jan 25 08:24 UTC"
J3-00-03-003,9925314cd5e647ceb2535dc2c8af06fe,2025-11-04T06:57:17Z,2025-01-16T08:26:14Z,Windows,Windows 10,Workstation,10.104.235.110,1.179.227.151,b0-83-fe-ae-6f-1d,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",tuschaporn.t,"Recommended policy
24 Jul 25 02:47 UTC","uninstall
27 Oct 25 05:29 UTC","platform_default
17 Apr 25 00:39 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Jan 25 08:29 UTC"
J3-00-03-005,3c324b8face941cba04fe1643a6e6d48,2025-12-09T02:03:57Z,2025-01-16T08:24:13Z,Windows,Windows 10,Workstation,10.104.235.102,1.179.227.143,c0-3f-d5-38-58-ea,7.27.19909.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",Admin,"DisableProtection
30 Sep 25 06:26 UTC","uninstall
09 Oct 25 02:14 UTC","platform_default
20 Apr 25 23:37 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Jan 25 08:28 UTC"
J3-00-04-001,0541d46e45544cf79ab64194d796aff7,2025-12-08T07:24:46Z,2025-01-16T08:28:11Z,Windows,Windows 10,Workstation,10.104.235.103,1.179.227.144,e8-d8-d1-c9-b3-a6,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",panit.po,"Recommended policy
03 Apr 25 01:02 UTC","uninstall
10 Oct 25 02:31 UTC","platform_default
17 Apr 25 00:42 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Jan 25 08:30 UTC"
J3-00-04-005,37a53cd3d927427babc25a4b3f4d095d,2025-12-09T01:59:25Z,2025-07-03T02:12:31Z,Windows,Windows 10,Workstation,10.104.235.179,1.179.227.140,c4-65-16-23-14-d1,7.27.19909.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",J3,"DisableProtection
04 Aug 25 03:33 UTC","uninstall
09 Oct 25 02:17 UTC","platform_default
03 Jul 25 02:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
03 Jul 25 02:14 UTC"
J3-00-05-001,835d13673b304c9a90ce53f26548f304,2025-12-09T02:00:10Z,2025-07-09T03:54:57Z,Windows,Windows 10,Workstation,10.104.235.171,1.179.227.152,c4-65-16-23-17-61,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",soawalak.y,"Recommended policy
09 Jul 25 04:02 UTC","uninstall
20 Oct 25 05:49 UTC","platform_default
09 Jul 25 03:57 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
09 Jul 25 03:57 UTC"
J3-00-05-002,5c97c456938e44cbb9ba0a8365db3b5a,2025-12-09T01:41:29Z,2025-01-17T02:32:03Z,Windows,Windows 10,Workstation,10.104.235.178,1.179.227.139,b0-83-fe-ad-f5-4f,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",potejarin.s,"Recommended policy
06 Aug 25 03:57 UTC","uninstall
09 Oct 25 01:57 UTC","platform_default
17 Apr 25 00:26 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
17 Jan 25 02:37 UTC"
J3-01-00-005,9aa39636f3894ea4ab436e8c5eb0c25f,2025-12-09T01:48:29Z,2025-08-01T06:40:13Z,Windows,Windows 10,Workstation,10.100.128.137,1.179.227.142,98-ee-cb-e9-1b-ae,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",sumet.a,"Recommended policy
01 Aug 25 07:51 UTC","uninstall
14 Oct 25 00:36 UTC","platform_default
01 Aug 25 06:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
01 Aug 25 06:46 UTC"
J3-01-00-006,278ba15939c84e46afdd54c14ce14018,2025-12-09T02:05:02Z,2025-01-16T03:29:25Z,Windows,Windows 10,Workstation,10.100.128.166,1.179.227.151,1c-69-7a-9d-ee-1c,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",noon,"Recommended policy
03 Apr 25 01:18 UTC","uninstall
10 Oct 25 08:04 UTC","platform_default
17 Apr 25 00:51 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Jan 25 03:33 UTC"
J3-01-00-009,e8f03616973448b79cea61563668c94c,2025-12-09T01:43:16Z,2025-08-04T02:11:48Z,Windows,Windows 10,Workstation,10.100.128.130,1.179.227.155,94-c6-91-6a-57-5f,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",chiradet.c,"Recommended policy
04 Aug 25 02:15 UTC","uninstall
09 Oct 25 01:56 UTC","platform_default
04 Aug 25 02:14 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Aug 25 02:15 UTC"
J3-01-00-010,56fe77b4b3fe4a84b6cfe79d0b2f5dbb,2025-12-09T01:49:31Z,2025-01-16T03:21:11Z,Windows,Windows 10,Workstation,10.100.128.129,1.179.227.154,1c-69-7a-9d-ce-50,7.27.19907.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",piraporn.y,"DisableProtection
04 Aug 25 03:30 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
21 Apr 25 01:17 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Jan 25 03:26 UTC"
J3-01-00-013,959812f474344f709f27128db78f06ad,2025-12-09T01:24:16Z,2025-08-04T06:23:30Z,Windows,Windows 10,Workstation,10.100.128.85,1.179.227.150,b0-83-fe-9b-65-95,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client",pahchara.d,"Recommended policy
04 Aug 25 06:30 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
04 Aug 25 06:28 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Aug 25 06:30 UTC"
J3-01-00-014,166c389b266d43ed98582a52b7505371,2025-11-05T07:49:05Z,2025-01-16T03:32:16Z,Windows,Windows 10,Workstation,10.104.121.23,1.179.227.140,c4-65-16-23-16-7b,7.27.19907.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",pahchara.d,"DisableProtection
25 Aug 25 03:43 UTC","uninstall
05 Nov 25 07:56 UTC","platform_default
17 Apr 25 02:25 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Jan 25 03:36 UTC"
J3-01-00-015,10bc40f52cb24b72959fc39530ae3058,2025-12-08T08:20:49Z,2025-01-16T03:39:35Z,Windows,Windows 10,Workstation,10.100.128.121,1.179.227.146,e8-d8-d1-c9-b2-32,7.27.19909.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/J3-J-B0-fl5,SensorGroupingTags/Insite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",thossaporn.w,"DisableProtection
07 Jul 25 03:38 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
17 Apr 25 01:43 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
16 Jan 25 03:43 UTC"
